person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
21,female,bachelor,24665.0,0,rent,2000.0,medical,11.01,0.08,3.0,588,yes,0
23,female,high school,65596.0,1,rent,1500.0,education,9.62,0.02,4.0,545,yes,0
22,male,bachelor,37053.0,0,rent,6500.0,medical,13.85,0.18,3.0,692,no,0
24,male,high school,84919.0,2,rent,14400.0,venture,12.68,0.17,4.0,601,no,0
23,female,bachelor,116179.0,3,rent,10000.0,education,10.65,0.09,3.0,675,yes,0
22,female,high school,47887.0,0,mortgage,7000.0,education,8.94,0.15,3.0,640,no,1
26,male,bachelor,127232.0,0,mortgage,5000.0,medical,8.49,0.04,4.0,619,no,0
22,female,associate,68023.0,0,rent,18250.0,education,16.7,0.27,3.0,640,no,1
23,female,bachelor,120926.0,2,rent,4150.0,education,10.65,0.03,4.0,700,yes,0
22,male,bachelor,58481.0,1,rent,1000.0,education,7.29,0.02,4.0,638,yes,0
21,female,associate,42826.0,0,rent,10000.0,venture,7.66,0.23,3.0,585,yes,0
21,male,master,49070.0,0,rent,12000.0,education,7.9,0.24,4.0,609,yes,0
22,male,bachelor,23782.0,0,own,12000.0,venture,5.42,0.5,2.0,635,no,1
25,male,bachelor,36618.0,3,rent,2000.0,medical,10.38,0.05,3.0,619,yes,0
25,male,associate,116428.0,0,rent,12000.0,debtconsolidation,11.99,0.1,3.0,623,yes,0
25,male,high school,122590.0,1,rent,2000.0,personal,7.29,0.02,3.0,585,yes,0
26,male,master,32805.0,1,mortgage,8500.0,debtconsolidation,13.23,0.26,4.0,662,no,0
24,female,bachelor,35909.0,2,mortgage,2500.0,debtconsolidation,6.76,0.07,2.0,636,yes,0
25,male,associate,53432.0,0,rent,10000.0,personal,15.65,0.19,2.0,447,no,1
25,female,associate,54746.0,0,rent,11250.0,education,9.38,0.21,4.0,640,yes,0
24,female,associate,68296.0,2,mortgage,20000.0,debtconsolidation,16.7,0.29,4.0,693,no,1
22,female,associate,40674.0,0,rent,5000.0,education,10.25,0.12,2.0,659,no,0
24,male,bachelor,84757.0,4,mortgage,25000.0,debtconsolidation,9.62,0.29,4.0,684,no,0
23,male,high school,82805.0,2,mortgage,11500.0,medical,9.99,0.14,2.0,569,no,0
22,female,associate,45759.0,0,rent,10000.0,education,6.92,0.22,2.0,678,yes,0
22,male,high school,31077.0,0,rent,7500.0,debtconsolidation,14.96,0.24,3.0,625,no,1
24,female,high school,75892.0,0,rent,15000.0,education,9.45,0.2,2.0,587,yes,0
26,female,high school,49037.0,3,rent,5000.0,personal,9.91,0.1,3.0,640,yes,0
25,male,high school,96880.0,0,rent,20000.0,venture,14.26,0.21,2.0,522,yes,0
23,male,high school,66935.0,2,rent,4200.0,medical,9.91,0.06,4.0,686,yes,0
25,female,high school,120722.0,7,rent,21000.0,homeimprovement,16.49,0.17,3.0,686,no,1
22,female,bachelor,60953.0,0,rent,4000.0,education,6.92,0.07,4.0,662,yes,0
21,male,master,46745.0,1,rent,5000.0,education,10.59,0.11,3.0,656,no,0
24,female,high school,74686.0,0,rent,12250.0,debtconsolidation,12.23,0.16,2.0,594,yes,0
23,male,high school,65718.0,0,mortgage,15000.0,debtconsolidation,10.75,0.23,2.0,554,yes,0
22,female,high school,75094.0,0,rent,8400.0,medical,13.47,0.11,3.0,580,yes,0
22,female,high school,43236.0,0,rent,6500.0,education,15.95,0.15,3.0,635,no,1
23,female,associate,60985.0,1,rent,10000.0,education,9.63,0.16,3.0,608,no,0
25,male,bachelor,55384.0,2,mortgage,13000.0,education,12.99,0.23,2.0,689,no,0
21,female,associate,58069.0,0,rent,7500.0,education,10.99,0.13,3.0,652,yes,0
23,female,master,70858.0,0,rent,8000.0,education,10.37,0.11,2.0,531,yes,0
22,male,bachelor,73098.0,4,mortgage,7000.0,medical,7.14,0.1,3.0,676,no,0
22,male,bachelor,51225.0,1,own,14400.0,education,11.01,0.28,4.0,618,no,0
23,male,associate,90908.0,3,rent,10000.0,venture,11.49,0.11,4.0,673,yes,0
26,female,bachelor,75677.0,3,rent,12000.0,medical,12.23,0.16,4.0,618,no,0
22,male,bachelor,41398.0,3,mortgage,5000.0,debtconsolidation,13.85,0.12,3.0,623,no,0
23,female,bachelor,94557.0,0,rent,20000.0,medical,11.01,0.21,4.0,624,yes,0
21,male,master,118691.0,0,mortgage,6000.0,debtconsolidation,10.59,0.05,4.0,623,yes,0
23,female,high school,103765.0,0,mortgage,6000.0,venture,10.0,0.06,2.0,602,yes,0
24,male,bachelor,55080.0,1,rent,12000.0,debtconsolidation,10.99,0.22,3.0,594,yes,0
23,male,bachelor,41259.0,0,rent,9000.0,medical,11.01,0.22,4.0,638,no,1
26,female,associate,66825.0,6,rent,3200.0,debtconsolidation,8.49,0.05,2.0,594,no,0
23,male,high school,34472.0,2,rent,5500.0,venture,12.53,0.16,2.0,621,yes,0
23,female,bachelor,22541.0,0,rent,4000.0,debtconsolidation,10.99,0.18,3.0,604,no,1
22,female,associate,74002.0,0,rent,5000.0,medical,9.99,0.07,2.0,614,yes,0
22,female,associate,115189.0,4,mortgage,7200.0,venture,12.23,0.06,4.0,660,no,0
25,female,bachelor,85017.0,3,rent,25000.0,education,15.21,0.29,4.0,671,no,1
26,female,associate,34358.0,2,mortgage,6000.0,venture,7.88,0.17,3.0,647,yes,0
23,male,associate,103652.0,1,rent,17000.0,debtconsolidation,13.11,0.16,3.0,678,yes,0
26,female,bachelor,54412.0,5,mortgage,6500.0,debtconsolidation,14.35,0.12,3.0,576,no,0
22,male,bachelor,70922.0,0,other,15000.0,venture,13.79,0.21,2.0,585,yes,0
22,male,associate,54889.0,1,rent,5400.0,debtconsolidation,7.29,0.1,2.0,673,yes,0
23,male,associate,53026.0,0,rent,10450.0,personal,13.57,0.2,3.0,618,no,0
26,male,master,123487.0,4,mortgage,20000.0,education,11.36,0.16,4.0,670,no,0
22,male,associate,89923.0,0,mortgage,2500.0,medical,6.62,0.03,3.0,584,yes,0
24,male,associate,28804.0,1,rent,5500.0,venture,6.54,0.19,3.0,675,no,0
23,female,bachelor,59619.0,4,mortgage,4000.0,education,13.99,0.07,3.0,679,no,0
23,male,high school,60723.0,0,mortgage,10000.0,personal,10.99,0.16,3.0,606,yes,0
26,male,high school,102928.0,2,mortgage,15000.0,debtconsolidation,12.73,0.15,3.0,631,yes,0
22,male,master,58582.0,1,rent,7200.0,education,9.62,0.12,3.0,696,no,0
23,male,high school,69980.0,0,mortgage,25000.0,medical,13.49,0.36,3.0,611,no,1
24,female,associate,38303.0,0,rent,7000.0,venture,16.63,0.18,2.0,647,yes,0
21,male,bachelor,27615.0,0,rent,2500.0,debtconsolidation,16.29,0.09,2.0,650,no,1
24,female,associate,30624.0,0,rent,4400.0,education,6.76,0.14,2.0,595,no,0
22,male,high school,28173.0,0,rent,7500.0,debtconsolidation,9.76,0.27,3.0,623,no,1
22,female,master,40864.0,2,mortgage,5325.0,debtconsolidation,14.59,0.13,4.0,575,no,1
24,male,associate,37159.0,3,rent,7750.0,personal,11.01,0.21,4.0,579,yes,0
25,female,bachelor,42983.0,6,rent,4000.0,venture,7.51,0.09,4.0,658,yes,0
22,female,bachelor,153796.0,0,mortgage,15000.0,medical,7.49,0.1,4.0,547,yes,0
24,female,associate,22084.0,4,rent,3000.0,education,15.27,0.14,2.0,612,no,1
23,male,high school,54918.0,0,rent,6000.0,education,11.49,0.11,3.0,612,yes,0
24,female,high school,79212.0,0,mortgage,9600.0,personal,11.99,0.12,3.0,625,no,0
26,female,high school,83371.0,4,mortgage,6200.0,debtconsolidation,15.99,0.07,3.0,657,no,1
26,male,master,55862.0,6,rent,9000.0,debtconsolidation,7.14,0.16,3.0,660,yes,0
24,male,master,58605.0,5,mortgage,5000.0,venture,5.99,0.09,4.0,649,yes,0
22,male,associate,16648.0,0,rent,2500.0,homeimprovement,9.91,0.15,3.0,657,no,1
25,male,high school,59669.0,4,mortgage,7000.0,personal,6.99,0.12,3.0,654,no,0
22,male,master,73448.0,0,rent,5500.0,venture,7.88,0.07,3.0,703,yes,0
22,male,high school,32877.0,2,rent,3500.0,personal,15.27,0.11,3.0,659,no,0
24,male,associate,51418.0,2,mortgage,7000.0,homeimprovement,8.59,0.14,3.0,663,yes,0
22,male,associate,61119.0,0,rent,10000.0,education,9.32,0.16,3.0,653,yes,0
25,male,master,41827.0,7,mortgage,15450.0,medical,11.22,0.37,4.0,640,no,1
24,female,associate,97299.0,0,mortgage,6000.0,personal,8.59,0.06,2.0,609,no,0
24,male,master,68162.0,2,rent,17000.0,homeimprovement,7.51,0.25,2.0,646,yes,0
26,female,high school,80004.0,4,rent,24250.0,education,14.96,0.3,4.0,506,no,1
23,female,associate,99415.0,2,rent,20900.0,debtconsolidation,12.69,0.21,2.0,608,yes,0
25,female,bachelor,57023.0,2,rent,12000.0,education,13.11,0.21,4.0,570,no,1
23,female,bachelor,130922.0,0,rent,10000.0,debtconsolidation,11.01,0.08,3.0,624,no,1
25,male,master,94448.0,0,mortgage,9000.0,debtconsolidation,11.78,0.1,3.0,644,no,1
24,male,high school,81479.0,1,mortgage,12150.0,homeimprovement,10.37,0.15,3.0,606,yes,0
22,male,high school,24389.0,0,rent,7750.0,medical,14.83,0.32,4.0,686,no,1
23,male,high school,53031.0,0,rent,9100.0,education,13.24,0.17,3.0,543,no,1
24,male,bachelor,96892.0,4,mortgage,5550.0,medical,8.49,0.06,3.0,682,no,0
22,male,bachelor,62201.0,0,rent,7500.0,education,13.22,0.12,2.0,697,yes,0
26,male,associate,147899.0,5,rent,10000.0,homeimprovement,10.65,0.07,2.0,590,yes,0
22,female,associate,41061.0,0,own,5000.0,debtconsolidation,18.25,0.12,2.0,677,no,0
22,female,bachelor,107285.0,0,mortgage,3000.0,education,5.79,0.03,2.0,631,yes,0
23,male,high school,35425.0,3,rent,2800.0,education,10.38,0.08,2.0,634,no,0
22,male,associate,58565.0,3,mortgage,9925.0,education,9.63,0.17,3.0,625,yes,0
23,male,bachelor,91508.0,0,rent,6000.0,venture,11.48,0.07,2.0,636,no,0
24,male,associate,132898.0,3,rent,12000.0,personal,7.9,0.09,3.0,515,yes,0
26,male,bachelor,56555.0,0,mortgage,7000.0,debtconsolidation,9.99,0.12,4.0,679,no,1
24,male,high school,102867.0,2,rent,16000.0,homeimprovement,6.91,0.16,3.0,583,no,0
23,female,master,55173.0,3,rent,1700.0,education,14.72,0.03,2.0,727,no,0
23,female,high school,87341.0,0,rent,10800.0,education,7.88,0.12,2.0,634,yes,0
21,female,associate,43513.0,0,rent,6000.0,education,11.01,0.14,4.0,658,no,0
21,female,bachelor,19931.0,2,rent,2800.0,medical,7.4,0.14,4.0,525,no,1
24,male,master,49905.0,0,rent,8200.0,medical,11.36,0.16,4.0,662,no,0
25,male,bachelor,127251.0,6,mortgage,12000.0,venture,12.84,0.09,3.0,596,no,0
21,male,high school,31866.0,0,rent,7750.0,education,16.7,0.24,3.0,544,no,1
24,male,associate,38624.0,4,rent,13500.0,venture,13.43,0.35,4.0,557,no,1
22,male,bachelor,73065.0,2,mortgage,10000.0,debtconsolidation,8.9,0.14,3.0,673,no,0
24,female,high school,34621.0,3,rent,6400.0,medical,14.75,0.18,4.0,678,yes,0
23,male,high school,120901.0,1,mortgage,4800.0,education,11.49,0.04,4.0,595,yes,0
23,male,master,40728.0,0,rent,2000.0,education,14.72,0.05,2.0,660,yes,0
21,female,high school,35635.0,0,rent,11000.0,personal,14.22,0.31,4.0,590,no,1
22,male,high school,55165.0,0,mortgage,8000.0,education,16.49,0.15,4.0,614,no,0
22,male,high school,31249.0,0,own,11100.0,education,9.63,0.36,3.0,624,yes,0
25,female,master,112166.0,2,rent,12000.0,homeimprovement,11.01,0.11,3.0,649,no,0
24,female,high school,32772.0,1,rent,8875.0,education,6.62,0.27,3.0,581,no,1
24,female,associate,81278.0,1,own,16000.0,medical,12.69,0.2,2.0,604,yes,0
25,male,bachelor,76036.0,2,rent,12000.0,debtconsolidation,16.77,0.16,4.0,680,no,1
26,male,master,94617.0,2,mortgage,7200.0,venture,6.62,0.08,4.0,705,no,0
23,male,master,82522.0,0,rent,14400.0,venture,17.99,0.17,2.0,652,no,1
24,male,high school,42797.0,3,rent,1850.0,medical,7.12,0.04,3.0,489,yes,0
25,female,bachelor,54688.0,2,rent,10000.0,medical,11.89,0.18,3.0,585,yes,0
23,male,master,83836.0,0,mortgage,15000.0,homeimprovement,14.96,0.18,4.0,628,no,1
22,male,master,96861.0,1,mortgage,1500.0,debtconsolidation,10.37,0.02,4.0,661,no,0
26,female,bachelor,67756.0,2,rent,8150.0,debtconsolidation,12.87,0.12,2.0,653,yes,0
23,male,high school,48949.0,0,mortgage,5000.0,medical,7.68,0.1,3.0,673,no,0
24,female,bachelor,60346.0,0,own,4000.0,personal,13.06,0.07,3.0,592,yes,0
24,male,associate,65856.0,2,mortgage,4000.0,personal,9.99,0.06,2.0,536,yes,0
23,female,associate,61576.0,0,mortgage,2500.0,venture,10.99,0.04,2.0,560,yes,0
22,female,bachelor,50510.0,3,rent,5000.0,venture,11.01,0.1,2.0,583,yes,0
25,female,high school,85111.0,5,mortgage,16000.0,education,12.18,0.19,4.0,572,yes,0
23,female,bachelor,105308.0,2,mortgage,7500.0,debtconsolidation,11.28,0.07,4.0,651,yes,0
21,female,high school,88290.0,0,rent,14000.0,education,13.49,0.16,3.0,542,yes,0
24,male,master,51365.0,1,mortgage,2500.0,personal,15.28,0.05,2.0,586,yes,0
26,female,high school,74136.0,5,mortgage,12000.0,debtconsolidation,12.21,0.16,4.0,585,yes,0
23,male,bachelor,240864.0,0,mortgage,6000.0,education,11.86,0.02,3.0,692,no,0
25,male,bachelor,69161.0,4,rent,15000.0,personal,13.85,0.22,2.0,637,no,0
26,female,associate,25937.0,3,own,8000.0,venture,13.79,0.31,2.0,663,yes,0
25,female,bachelor,67214.0,0,mortgage,24200.0,debtconsolidation,8.49,0.36,2.0,570,no,0
24,female,high school,56335.0,3,rent,10800.0,venture,13.16,0.19,4.0,667,no,0
21,male,bachelor,25455.0,0,rent,4500.0,venture,10.99,0.18,3.0,619,yes,0
23,female,associate,42856.0,1,rent,6600.0,venture,7.49,0.15,2.0,584,no,0
25,male,bachelor,93576.0,4,mortgage,3425.0,debtconsolidation,12.18,0.04,4.0,665,no,0
26,male,bachelor,121059.0,3,mortgage,24000.0,debtconsolidation,10.99,0.2,4.0,582,yes,0
26,female,bachelor,41895.0,8,mortgage,12000.0,personal,6.03,0.29,2.0,648,no,0
25,male,bachelor,63706.0,2,mortgage,3900.0,education,11.01,0.06,4.0,580,yes,0
24,male,high school,112727.0,2,mortgage,12000.0,debtconsolidation,16.29,0.11,3.0,612,no,1
25,female,associate,35911.0,2,rent,3000.0,education,6.62,0.08,4.0,573,no,1
21,male,master,24799.0,0,own,2500.0,education,9.63,0.1,3.0,676,no,0
24,male,master,145056.0,0,own,5275.0,education,5.42,0.04,4.0,654,yes,0
23,male,associate,44131.0,3,rent,10000.0,education,9.99,0.23,2.0,507,yes,0
23,female,bachelor,87553.0,0,rent,30000.0,medical,10.65,0.34,2.0,688,no,1
23,male,high school,80510.0,1,rent,5000.0,medical,10.39,0.06,4.0,581,yes,0
24,male,bachelor,232568.0,2,mortgage,10000.0,education,13.06,0.04,4.0,657,no,0
26,male,high school,112022.0,4,rent,12000.0,debtconsolidation,11.71,0.11,4.0,582,no,0
24,male,master,126865.0,0,rent,13800.0,homeimprovement,7.66,0.11,3.0,653,yes,0
25,female,high school,55205.0,0,rent,8000.0,venture,10.38,0.14,2.0,637,yes,0
23,female,high school,91268.0,0,rent,5000.0,personal,11.01,0.05,4.0,638,no,0
24,male,associate,53668.0,3,rent,10800.0,education,5.42,0.2,4.0,657,yes,0
24,male,high school,70232.0,0,rent,2525.0,debtconsolidation,11.01,0.04,4.0,592,no,0
22,male,associate,37255.0,0,own,7000.0,medical,13.98,0.19,2.0,563,yes,0
26,male,high school,41690.0,0,rent,7500.0,venture,7.9,0.18,4.0,570,yes,0
22,male,high school,39951.0,0,rent,12000.0,venture,11.49,0.3,3.0,533,no,1
26,female,high school,38409.0,6,rent,5000.0,personal,8.63,0.13,2.0,588,yes,0
25,female,master,93282.0,2,mortgage,3000.0,debtconsolidation,7.49,0.03,4.0,647,no,0
22,female,high school,49144.0,0,mortgage,4500.0,venture,11.71,0.09,3.0,640,yes,0
25,male,high school,54169.0,2,mortgage,7500.0,education,10.08,0.14,4.0,664,no,1
22,female,high school,23747.0,0,rent,3000.0,debtconsolidation,11.01,0.13,2.0,570,no,1
25,female,bachelor,80269.0,2,rent,25000.0,education,15.33,0.31,2.0,661,no,1
25,male,master,31927.0,3,rent,9250.0,medical,6.54,0.29,2.0,574,no,1
25,female,high school,49039.0,5,mortgage,5000.0,personal,12.61,0.1,4.0,666,no,0
26,female,master,55178.0,3,rent,1500.0,medical,10.25,0.03,4.0,610,yes,0
24,female,master,58529.0,2,rent,5000.0,venture,10.38,0.09,3.0,582,yes,0
23,male,master,142185.0,2,mortgage,15000.0,medical,6.03,0.11,4.0,577,yes,0
26,female,high school,66147.0,2,rent,13200.0,medical,14.91,0.2,2.0,577,no,1
24,female,high school,46411.0,2,rent,12000.0,personal,11.89,0.26,3.0,652,no,1
22,male,high school,63210.0,1,mortgage,9750.0,education,13.06,0.15,2.0,664,yes,0
32,female,high school,1440746.0,6,mortgage,12000.0,venture,7.51,0.01,8.0,613,no,0
34,male,bachelor,1138723.0,12,mortgage,2000.0,personal,9.99,0.0,7.0,609,yes,0
29,female,associate,85798.0,10,rent,35000.0,personal,8.9,0.41,6.0,650,no,1
33,male,bachelor,93638.0,9,rent,35000.0,debtconsolidation,8.49,0.37,9.0,564,no,1
29,male,associate,12993.0,8,own,3250.0,personal,11.12,0.25,9.0,662,no,1
28,male,bachelor,96892.0,0,rent,35000.0,education,15.62,0.36,10.0,660,no,1
29,female,master,97064.0,7,rent,35000.0,debtconsolidation,12.68,0.36,10.0,680,no,1
35,female,associate,778515.0,14,mortgage,10000.0,personal,17.19,0.01,8.0,705,no,1
29,male,bachelor,102938.0,7,rent,35000.0,personal,11.99,0.34,8.0,671,no,1
31,female,master,88456.0,8,rent,35000.0,education,19.29,0.4,10.0,656,no,1
34,male,high school,107595.0,10,rent,35000.0,homeimprovement,18.25,0.33,8.0,576,no,1
27,male,associate,120968.0,6,rent,35000.0,debtconsolidation,16.11,0.29,9.0,645,no,1
30,male,high school,13279.0,6,own,5500.0,homeimprovement,10.36,0.41,8.0,659,no,1
30,male,master,605611.0,9,rent,3000.0,debtconsolidation,11.36,0.0,9.0,631,yes,0
35,male,master,600779.0,13,mortgage,20000.0,debtconsolidation,13.85,0.03,7.0,670,yes,0
35,male,high school,601036.0,12,mortgage,7500.0,debtconsolidation,12.29,0.01,9.0,549,yes,0
33,male,bachelor,562713.0,11,mortgage,3750.0,debtconsolidation,15.62,0.01,10.0,561,no,1
34,male,high school,144851.0,9,rent,35000.0,venture,10.59,0.24,6.0,655,no,0
27,female,bachelor,13320.0,6,own,4750.0,personal,14.72,0.36,7.0,619,no,1
33,male,high school,166773.0,10,rent,35000.0,personal,18.64,0.21,7.0,664,no,1
34,female,high school,187822.0,13,rent,35000.0,education,11.01,0.19,5.0,598,yes,0
30,female,high school,14047.0,10,own,2400.0,education,9.99,0.17,7.0,480,no,1
29,male,high school,192792.0,5,rent,35000.0,venture,14.27,0.18,8.0,553,no,0
31,male,master,181289.0,9,rent,35000.0,education,18.25,0.19,6.0,686,no,1
33,male,high school,481181.0,11,mortgage,15000.0,personal,6.03,0.03,10.0,606,yes,0
31,male,associate,481018.0,13,mortgage,28000.0,homeimprovement,7.49,0.06,6.0,700,no,0
29,female,bachelor,480874.0,9,mortgage,25000.0,education,11.12,0.05,8.0,721,no,0
34,male,bachelor,391934.0,11,mortgage,35000.0,medical,16.77,0.09,6.0,649,no,1
33,male,high school,469089.0,12,mortgage,35000.0,medical,10.99,0.07,8.0,568,no,0
27,male,associate,468705.0,4,mortgage,10000.0,personal,11.26,0.02,6.0,603,no,0
28,female,associate,199236.0,4,rent,35000.0,debtconsolidation,11.49,0.18,9.0,679,no,0
30,male,master,204760.0,6,rent,35000.0,education,13.06,0.17,9.0,672,no,0
33,male,bachelor,300961.0,10,rent,35000.0,medical,7.29,0.12,7.0,609,yes,0
30,male,associate,98180.0,10,rent,34000.0,debtconsolidation,10.59,0.35,8.0,649,no,1
28,male,master,14109.0,3,mortgage,2150.0,medical,10.78,0.15,7.0,659,no,1
30,male,associate,420652.0,4,own,32000.0,personal,6.62,0.08,7.0,592,yes,0
33,female,high school,421246.0,10,mortgage,10000.0,venture,14.65,0.02,10.0,613,yes,0
28,female,high school,421133.0,8,rent,20000.0,debtconsolidation,11.01,0.05,9.0,575,yes,0
35,female,bachelor,420852.0,11,mortgage,35000.0,venture,17.49,0.08,7.0,676,yes,0
29,male,associate,406668.0,5,rent,24000.0,homeimprovement,17.8,0.06,8.0,656,no,1
34,female,bachelor,345447.0,12,rent,15000.0,medical,12.41,0.04,8.0,663,no,1
32,male,associate,418649.0,9,mortgage,25000.0,medical,11.83,0.06,8.0,569,yes,0
30,male,bachelor,409028.0,8,mortgage,25000.0,homeimprovement,18.3,0.06,8.0,668,yes,0
28,female,associate,404289.0,8,rent,2150.0,venture,13.06,0.01,5.0,662,no,0
34,male,bachelor,401778.0,14,own,18000.0,education,12.68,0.04,10.0,699,no,0
34,female,high school,85022.0,11,rent,32000.0,medical,10.99,0.38,8.0,593,no,1
28,male,associate,14638.0,3,own,2325.0,debtconsolidation,6.39,0.16,7.0,620,no,1
30,male,master,14811.0,8,own,1750.0,medical,12.73,0.12,5.0,577,yes,0
28,female,high school,88692.0,4,rent,32000.0,personal,11.99,0.36,9.0,612,no,1
28,male,bachelor,127395.0,5,rent,31000.0,debtconsolidation,8.49,0.24,9.0,570,yes,0
29,male,bachelor,89726.0,8,rent,30750.0,debtconsolidation,11.01,0.34,6.0,632,no,1
32,female,high school,369446.0,8,own,11000.0,venture,14.26,0.03,10.0,643,no,0
31,female,master,366794.0,8,mortgage,35000.0,homeimprovement,17.58,0.1,10.0,657,yes,0
27,male,associate,360810.0,7,mortgage,10000.0,debtconsolidation,14.27,0.03,7.0,630,yes,0
30,male,bachelor,360964.0,8,mortgage,4000.0,education,10.65,0.01,10.0,643,no,0
34,female,bachelor,74814.0,13,rent,30000.0,medical,11.71,0.4,8.0,719,no,1
27,male,bachelor,91384.0,6,rent,30000.0,personal,10.65,0.33,5.0,691,no,1
29,male,associate,96716.0,7,rent,30000.0,medical,12.42,0.31,9.0,642,no,1
34,male,bachelor,97285.0,9,rent,30000.0,debtconsolidation,6.62,0.31,5.0,661,no,1
34,male,master,360903.0,10,mortgage,16000.0,debtconsolidation,10.74,0.04,9.0,618,no,0
29,female,associate,294702.0,8,rent,8000.0,medical,14.09,0.03,5.0,680,no,1
31,male,associate,361327.0,7,mortgage,25000.0,venture,14.83,0.07,9.0,619,yes,0
32,female,high school,346907.0,10,mortgage,25000.0,debtconsolidation,14.83,0.07,10.0,614,no,1
28,male,high school,346404.0,7,rent,25000.0,debtconsolidation,17.93,0.07,8.0,618,no,1
29,male,bachelor,127159.0,2,rent,30000.0,homeimprovement,5.99,0.24,8.0,651,yes,0
29,female,high school,135665.0,9,rent,30000.0,education,17.49,0.22,10.0,674,no,0
34,male,associate,344232.0,13,mortgage,30000.0,venture,6.62,0.09,6.0,594,no,0
34,female,associate,342851.0,15,rent,21000.0,education,11.71,0.06,10.0,702,yes,0
33,male,bachelor,342947.0,12,mortgage,10000.0,debtconsolidation,13.99,0.03,7.0,671,no,0
30,male,bachelor,279481.0,8,mortgage,25000.0,medical,17.93,0.09,9.0,689,no,1
28,female,high school,342893.0,6,mortgage,25000.0,personal,16.32,0.07,6.0,669,yes,0
31,female,master,342166.0,9,mortgage,5000.0,venture,11.01,0.01,9.0,586,yes,0
35,female,high school,337011.0,10,mortgage,21600.0,homeimprovement,12.99,0.06,8.0,640,yes,0
29,female,high school,336693.0,6,mortgage,15000.0,venture,12.99,0.04,7.0,678,yes,0
28,female,associate,337073.0,8,mortgage,20000.0,homeimprovement,11.36,0.06,5.0,648,yes,0
28,male,master,15495.0,8,own,3000.0,education,9.62,0.19,5.0,596,no,1
31,female,associate,154642.0,8,rent,30000.0,venture,16.29,0.19,10.0,664,no,1
31,male,associate,330809.0,13,mortgage,25000.0,personal,13.85,0.08,6.0,697,yes,0
31,male,associate,329417.0,9,mortgage,19600.0,debtconsolidation,7.51,0.06,5.0,625,yes,0
27,male,associate,310859.0,1,rent,35000.0,education,18.64,0.11,7.0,632,no,1
30,male,bachelor,324650.0,5,mortgage,35000.0,homeimprovement,19.69,0.11,8.0,601,no,0
30,female,bachelor,325284.0,3,mortgage,21000.0,debtconsolidation,11.26,0.06,6.0,654,no,0
30,female,high school,321293.0,7,mortgage,25000.0,homeimprovement,10.36,0.08,9.0,674,no,0
31,female,high school,88324.0,12,rent,29700.0,homeimprovement,11.11,0.34,7.0,566,no,1
29,female,master,179221.0,7,rent,29550.0,education,8.9,0.16,9.0,699,no,0
27,female,associate,98578.0,4,rent,29000.0,venture,12.69,0.29,6.0,640,no,1
29,male,bachelor,107738.0,6,rent,28800.0,education,7.49,0.27,6.0,481,no,1
28,male,bachelor,15521.0,4,own,2000.0,medical,10.75,0.13,6.0,711,no,1
29,female,bachelor,313323.0,3,mortgage,20000.0,homeimprovement,10.37,0.06,9.0,692,no,0
31,male,master,312923.0,9,mortgage,18000.0,venture,8.94,0.06,9.0,701,no,0
31,female,associate,312794.0,9,mortgage,25000.0,debtconsolidation,13.57,0.08,10.0,694,no,0
31,female,associate,310624.0,9,mortgage,28000.0,personal,5.99,0.09,5.0,562,yes,0
28,female,bachelor,300765.0,3,mortgage,35000.0,personal,11.71,0.12,7.0,690,no,0
27,male,associate,286846.0,7,rent,12000.0,homeimprovement,17.27,0.04,7.0,588,no,1
27,female,bachelor,79148.0,0,rent,28000.0,education,7.9,0.35,6.0,541,no,1
34,female,bachelor,15432.0,11,own,3250.0,homeimprovement,10.99,0.21,5.0,715,no,1
32,male,master,243395.0,12,mortgage,25000.0,medical,14.59,0.1,7.0,694,no,1
29,male,bachelor,300983.0,7,mortgage,8000.0,venture,7.51,0.03,10.0,667,no,0
31,female,associate,300675.0,9,mortgage,4000.0,medical,14.22,0.01,10.0,699,yes,0
35,female,associate,301135.0,14,own,15000.0,venture,9.88,0.05,5.0,657,yes,0
28,female,associate,116213.0,4,rent,28000.0,homeimprovement,7.9,0.24,10.0,563,yes,0
29,male,bachelor,15212.0,9,own,4500.0,homeimprovement,11.14,0.3,6.0,611,no,1
27,male,associate,133760.0,3,rent,28000.0,personal,7.9,0.21,8.0,618,yes,0
35,male,associate,139341.0,7,rent,28000.0,venture,9.91,0.2,6.0,578,yes,0
35,female,associate,105990.0,8,rent,28000.0,medical,18.62,0.26,10.0,591,no,1
27,male,master,15675.0,4,own,8125.0,education,14.42,0.52,5.0,505,no,1
27,female,doctorate,289062.0,4,mortgage,35000.0,education,7.9,0.12,7.0,695,yes,0
32,female,associate,289054.0,10,mortgage,8400.0,medical,7.51,0.03,5.0,695,yes,0
31,male,master,289206.0,8,mortgage,5500.0,medical,5.42,0.02,5.0,645,no,0
29,female,high school,289198.0,7,mortgage,10000.0,venture,8.49,0.03,8.0,649,yes,0
30,female,high school,289262.0,11,mortgage,28000.0,venture,16.49,0.1,7.0,537,yes,0
28,female,associate,289205.0,5,mortgage,8400.0,venture,11.01,0.03,8.0,560,yes,0
29,male,high school,274421.0,7,mortgage,35000.0,debtconsolidation,14.91,0.13,8.0,645,no,1
